px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.55983	-5.06572	-2.73739	-2.38544	0.327347	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0
9.67945	-5.00162	-2.74052	-2.43849	0.160679	9.62802	-5.02338	9.65	-5	1.99604	0.998028	1.75998
9.77712	-4.92082	-2.72507	-2.43322	0.157764	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0
9.86882	-4.80642	-2.70627	-2.37206	0.288833	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	1.25977
9.96819	-4.71807	-2.68289	-2.36342	0.280497	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0
10.0511	-4.59509	-2.67139	-2.29324	0.415774	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	1.21045
10.1457	-4.47639	-2.67897	-2.26549	0.421584	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0
10.2417	-4.36641	-2.67978	-2.25681	0.38309	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.167426
10.336	-4.25341	-2.68039	-2.23792	0.38042	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0
10.4272	-4.15113	-2.68686	-2.23107	0.354535	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.234942
10.5175	-4.02298	-2.72139	-2.20645	0.36145	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0
10.6379	-3.93582	-2.74001	-2.27278	0.156915	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.87101
10.7291	-3.81062	-2.76803	-2.25626	0.166416	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0
10.7526	-3.66089	-2.73689	-2.10414	0.518253	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	8.56744
10.8279	-3.51569	-2.77699	-2.06872	0.528969	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0
10.9429	-3.42784	-2.77567	-2.16134	0.236865	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	5.48029
11.0249	-3.29739	-2.79969	-2.14565	0.240555	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0
11.0524	-3.15098	-2.78478	-2.03153	0.489505	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	4.37741
11.1204	-3.00567	-2.81708	-2.00245	0.494031	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0
11.1146	-2.82068	-2.82417	-1.82281	0.868249	11.1386	-2.78926	11.15	-2.8	0	2.73104	8.98438
11.1482	-2.66541	-2.82957	-1.77268	0.870845	11.141	-2.65084	11.15	-2.65	0	2.73102	0
11.1568	-2.50465	-2.83562	-1.68848	0.959112	11.1042	-2.54354	11.15	-2.55	0	1.81785	0.502989
11.1667	-2.37563	-2.79621	-1.63976	0.95922	11.1497	-2.45904	11.15	-2.45	0	1.81785	0
11.2804	-2.28396	-2.72046	-1.8185	0.391738	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	21.1703
11.3212	-2.12852	-2.75887	-1.80037	0.384819	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0
11.3294	-1.97561	-2.75663	-1.73368	0.497134	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.837359
11.3513	-1.83551	-2.74238	-1.70759	0.496796	11.3504	-1.8663	11.35	-1.85	0	1.81853	0
11.3659	-1.68614	-2.74245	-1.67016	0.524515	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0859813
11.3749	-1.5354	-2.74244	-1.63869	0.527641	11.3568	-1.53205	11.35	-1.55	0	2.72762	0
11.3051	-1.37587	-2.75266	-1.46522	0.886849	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	7.78458
11.2781	-1.23025	-2.74467	-1.41171	0.893009	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0
11.1734	-1.06913	-2.79938	-1.21979	1.24528	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	7.81039
11.1052	-0.927514	-2.7981	-1.14398	1.25426	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0
11.0401	-0.802573	-2.79581	-1.08149	1.24861	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.162379
10.9669	-0.672371	-2.81027	-1.01806	1.24696	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0
10.8492	-0.552548	-2.86423	-0.886716	1.41203	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	2.47998
10.7554	-0.425578	-2.89257	-0.822976	1.39694	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0
10.6663	-0.310752	-2.85336	-0.787119	1.29772	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.9877
10.5497	-0.220038	-2.8326	-0.706037	1.31535	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0
10.4048	-0.141634	-2.9069	-0.57154	1.48495	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	3.51377
10.2759	-0.0632032	-2.91568	-0.497502	1.48247	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0
10.1814	-0.00121758	-2.80012	-0.47689	1.34564	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	4.62091
10.0485	0.026599	-2.77148	-0.381826	1.39074	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0
9.91205	0.0726747	-2.76312	-0.303442	1.39766	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.429546
9.7618	0.0914059	-2.74992	-0.206556	1.42932	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0
9.60813	0.116148	-2.81234	-0.121582	1.46001	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	1.0944
9.46776	0.13481	-2.81772	-0.0544098	1.45008	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0
9.34732	0.106234	-2.64753	0.0423022	1.468	9.22819	0.16178	9.35	0.15	-1.81963	0	7.7889
9.21011	0.110331	-2.64466	0.105423	1.44259	9.24456	0.139817	9.25	0.15	-1.81962	0	0
9.06552	0.125775	-2.71441	0.139059	1.37649	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.37838
8.93824	0.151899	-2.71124	0.155139	1.29793	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0
8.79635	0.156084	-2.75293	0.184333	1.23725	8.84168	0.257617	8.8	0.25	-2.99995	0	0.848256
8.6622	0.166184	-2.74901	0.203938	1.17406	8.65606	0.24536	8.65	0.25	-2.99994	0	0
8.5173	0.158778	-2.7795	0.231777	1.12016	8.43549	0.247188	8.5	0.25	-2.99323	0	0.558777
8.37744	0.165789	-2.7758	0.241746	1.05101	8.34184	0.250769	8.35	0.25	-2.9932	0	0
8.23503	0.139693	-2.76207	0.285606	1.0331	8.27073	0.243988	8.2	0.25	-2.73233	0	0.232262
8.08281	0.150811	-2.75058	0.2802	0.941678	8.03847	0.260731	8.05	0.25	-2.73234	0	0
7.94062	0.137041	-2.78061	0.28849	0.871029	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.731128
7.79774	0.113536	-2.78618	0.310331	0.838255	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0
7.63369	0.106664	-2.85667	0.287778	0.711931	7.46173	0.143776	7.6	0.15	-2.99599	0	2.65424
7.4911	0.0919074	-2.85037	0.293294	0.667996	7.45455	0.149294	7.45	0.15	-2.99596	0	0
7.38828	0.0129799	-2.72303	0.402701	0.829092	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	6.88247
7.25362	-0.015015	-2.70227	0.414886	0.781363	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0
7.1069	-0.0474923	-2.73458	0.404309	0.670793	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	1.80727
6.96499	-0.11611	-2.74621	0.446305	0.677317	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0
6.92287	-0.29152	-2.58631	0.697028	1.12047	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	17.9748
6.82172	-0.373676	-2.57213	0.749024	1.10818	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0
6.651	-0.347631	-2.6207	0.559648	0.593331	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	13.2789
6.54357	-0.448029	-2.64612	0.614149	0.623434	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0
6.49529	-0.626376	-2.58738	0.835488	1.01105	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	10.8677
6.41292	-0.762924	-2.60876	0.918346	1.04605	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0
6.37959	-0.936346	-2.63011	1.10516	1.3242	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.5815
6.33033	-1.07777	-2.65277	1.18856	1.34211	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0
6.26315	-1.21103	-2.65977	1.22985	1.26536	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.636104
6.221	-1.36935	-2.68483	1.30868	1.27014	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0
6.27459	-1.58537	-2.77143	1.58547	1.73451	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	12.3244
6.29444	-1.73879	-2.76867	1.6884	1.74418	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0
6.29561	-1.85895	-2.72015	1.72309	1.61819	6.34	-1.88987	6.35	-1.9	0	-2.99515	1.25643
6.32716	-1.99929	-2.72892	1.80817	1.61944	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0
6.33375	-2.1308	-2.65695	1.81859	1.42349	6.45002	-2.23466	6.35	-2.2	0	-2.72856	3.82295
6.36608	-2.2838	-2.67874	1.88723	1.40343	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0
6.42234	-2.43464	-2.70852	1.97242	1.4209	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.45867
6.47543	-2.58584	-2.7334	2.0368	1.39467	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0
6.4678	-2.70697	-2.56196	1.97199	1.05226	6.46538	-2.81029	6.45	-2.8	0	-2.72732	14.2913
6.50626	-2.85972	-2.59421	2.00276	1.00658	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0
6.56611	-3.00816	-2.65246	2.06354	1.04085	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.47952
6.60559	-3.18437	-2.71252	2.06946	0.957183	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0
6.65344	-3.33553	-2.71074	2.07602	0.864364	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.22387
6.69795	-3.51593	-2.76947	2.07122	0.781153	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0
6.7397	-3.66696	-2.74656	2.05783	0.664982	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	1.39314
6.78495	-3.8419	-2.79117	2.04897	0.595285	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0
6.81297	-3.98973	-2.74226	2.01259	0.44932	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	1.9807
6.85885	-4.15883	-2.77846	2.00299	0.397902	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0
6.86839	-4.29189	-2.70712	1.9405	0.21327	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	3.34798
6.92164	-4.42333	-2.71718	1.95112	0.212565	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0
7.02737	-4.54785	-2.80707	2.05722	0.433541	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	5.28661
7.09751	-4.68911	-2.83309	2.07204	0.422402	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0
7.1377	-4.80808	-2.77261	2.04962	0.321945	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	1.75903
7.21323	-4.92932	-2.77712	2.07485	0.334598	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0
7.27225	-5.06243	-2.74817	2.06871	0.279584	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.495678
7.33853	-5.20768	-2.76298	2.07149	0.260881	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0
7.45831	-5.33405	-2.88964	2.17171	0.464965	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.92628
7.53354	-5.47575	-2.91642	2.17545	0.435561	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0
7.57929	-5.58833	-2.81721	2.145	0.316529	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.18966
7.65057	-5.71334	-2.8241	2.15178	0.303078	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0
7.74916	-5.84667	-2.87376	2.18971	0.356969	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.18447
7.83391	-5.99354	-2.89291	2.19159	0.330395	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0
7.87546	-6.11163	-2.74657	2.14289	0.178363	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	7.71286
7.95281	-6.24394	-2.75171	2.14543	0.167708	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0
8.04321	-6.36897	-2.76269	2.16428	0.185778	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.0780537
8.13989	-6.48098	-2.75527	2.19158	0.210413	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0
8.25353	-6.60829	-2.81925	2.23219	0.272378	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.296
8.34237	-6.73534	-2.82267	2.23834	0.259642	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0
8.4222	-6.85608	-2.77489	2.23095	0.213362	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.02595
8.48915	-7.00119	-2.78532	2.20569	0.159638	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0
8.56621	-7.13027	-2.76852	2.195	0.124108	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.282837
8.61484	-7.29575	-2.78896	2.14321	0.039258	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0
8.69512	-7.41697	-2.8085	2.1502	0.0526423	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.13807
8.76496	-7.54104	-2.8127	2.14313	0.0387041	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0
8.83561	-7.67182	-2.79636	2.13055	0.0117118	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.168448
8.89221	-7.82291	-2.80588	2.09863	-0.0349151	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0
8.95344	-7.95781	-2.78367	2.07637	-0.0739578	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.236627
8.99682	-8.11905	-2.79897	2.03194	-0.131105	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0
9.05718	-8.25583	-2.78774	2.01569	-0.149581	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.0525939
9.13526	-8.37816	-2.77677	2.0268	-0.122721	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0
9.22194	-8.50069	-2.83065	2.06323	-0.030724	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.59532
9.26884	-8.6376	-2.83702	2.03911	-0.0622851	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0
9.33215	-8.76336	-2.84508	2.03978	-0.0510093	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.174031
9.38002	-8.90835	-2.86084	2.01458	-0.0827602	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0
9.39724	-9.05086	-2.76679	1.93364	-0.247421	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	4.79325
9.44982	-9.1852	-2.75798	1.92378	-0.242417	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0
9.5009	-9.32496	-2.75895	1.91359	-0.234769	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.0786145
9.54862	-9.46479	-2.75518	1.90035	-0.235372	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0
9.61023	-9.60979	-2.77456	1.90546	-0.198843	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.258496
9.66236	-9.75272	-2.77532	1.89776	-0.194351	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0
9.74052	-9.89218	-2.83153	1.93489	-0.0951773	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.72872
9.77537	-10.0337	-2.83984	1.91366	-0.117638	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0
9.77548	-10.1755	-2.75463	1.82895	-0.286767	9.75497	-10.1932	9.75	-10.2	0	-2.72857	3.92006
9.78861	-10.3377	-2.76991	1.7862	-0.323802	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0
9.83535	-10.4839	-2.78915	1.79739	-0.260319	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.431753
9.86508	-10.6361	-2.79345	1.77925	-0.265368	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0
9.85425	-10.7851	-2.74439	1.69774	-0.409338	9.86786	-10.8223	9.85	-10.8	0	-2.72846	1.93663
9.8628	-10.938	-2.74863	1.66678	-0.420631	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0
9.86725	-11.088	-2.74334	1.6314	-0.445855	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.0436765
9.86171	-11.2433	-2.75055	1.5948	-0.461525	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0
9.88413	-11.3842	-2.77029	1.6061	-0.386818	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.447334
9.87897	-11.533	-2.78589	1.57763	-0.39774	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0
9.83802	-11.6835	-2.75476	1.48363	-0.558112	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.08875
9.79842	-11.8448	-2.77396	1.43106	-0.585558	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0
9.74305	-11.9925	-2.76122	1.3435	-0.70691	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.859603
9.6902	-12.1449	-2.7734	1.29135	-0.722839	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0
9.59119	-12.2803	-2.76035	1.15632	-0.933034	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	2.35012
9.53485	-12.4006	-2.73481	1.11045	-0.929708	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0
9.39013	-12.5108	-2.73291	0.924602	-1.22928	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	4.71264
9.31417	-12.6081	-2.69712	0.866735	-1.2238	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0
9.17939	-12.709	-2.71951	0.723663	-1.40273	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	2.1664
9.06143	-12.7946	-2.71069	0.641936	-1.41018	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0
8.969	-12.8911	-2.68293	0.626631	-1.26509	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.21067
8.84836	-12.9672	-2.67494	0.55514	-1.26942	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0
8.73582	-13.051	-2.65888	0.527922	-1.16222	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.914867
8.59322	-13.1279	-2.68206	0.461612	-1.15937	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0
8.40877	-13.1331	-2.73277	0.245907	-1.53341	8.43462	-13.263	8.4	-13.15	-2.72644	0	8.72167
8.26203	-13.1605	-2.73013	0.159779	-1.53606	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0
8.11478	-13.1631	-2.75402	0.0489502	-1.61841	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0.47984
7.97216	-13.1643	-2.76104	-0.0331218	-1.61787	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0
7.85652	-13.2064	-2.65819	-0.00311035	-1.32829	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	6.9561
7.69292	-13.2173	-2.69128	-0.0648636	-1.30528	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0
7.53525	-13.1761	-2.73593	-0.195605	-1.45191	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	1.86677
7.38229	-13.1431	-2.74658	-0.273803	-1.44717	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0
7.25274	-13.1431	-2.66356	-0.267777	-1.24219	7.19553	-13.2012	7.2	-13.15	-2.73035	0	4.11192
7.09599	-13.1162	-2.69064	-0.319809	-1.21516	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0
6.95749	-13.0941	-2.65949	-0.340205	-1.11041	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.0126
6.77872	-13.0735	-2.71942	-0.364177	-1.05063	6.672	-13.1364	6.65	-13.15	-3.63617	0	0
6.6363	-13.1091	-2.60022	-0.260241	-0.67815	6.53838	-13.1322	6.55	-13.15	-1.81656	0	11.7167
6.48503	-13.0925	-2.61762	-0.275081	-0.646513	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0
6.34523	-13.0428	-2.62957	-0.323453	-0.674729	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.169738
6.19374	-13.0069	-2.6502	-0.34614	-0.654797	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0
6.06467	-12.8773	-2.735	-0.518436	-0.96236	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	7.33981
5.9125	-12.8148	-2.76447	-0.551683	-0.935078	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0
5.78421	-12.7645	-2.71676	-0.554147	-0.82751	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	1.39336
5.62564	-12.7074	-2.75336	-0.56699	-0.78106	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0
5.49922	-12.6021	-2.80189	-0.651092	-0.880383	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	1.27737
5.33578	-12.5269	-2.84922	-0.662577	-0.826357	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0
5.21161	-12.4355	-2.84533	-0.698497	-0.808727	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.066141
5.07936	-12.3417	-2.85934	-0.728359	-0.78748	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0
4.97445	-12.2539	-2.84932	-0.758489	-0.770293	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.147736
4.87342	-12.1524	-2.85085	-0.798652	-0.772329	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0
4.77698	-12.0807	-2.76921	-0.78952	-0.660905	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	2.67799
4.71347	-11.9643	-2.74591	-0.855458	-0.708898	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0
4.62731	-11.8065	-2.87432	-0.962082	-0.865466	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.31725
4.5507	-11.678	-2.87965	-1.01345	-0.876065	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0
4.49991	-11.5867	-2.73403	-1.03695	-0.817459	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.31484
4.47259	-11.4557	-2.70978	-1.11745	-0.876995	4.55238	-11.4548	4.55	-11.45	0	1.99746	0
4.3735	-11.2805	-2.915	-1.16541	-0.890636	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.7193
4.36996	-11.1056	-2.9018	-1.27762	-0.983745	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0
4.42588	-10.9694	-2.67267	-1.43282	-1.16046	4.39651	-10.8822	4.45	-10.95	0	1.81807	14.4635
4.42417	-10.8283	-2.6613	-1.50818	-1.17893	4.45899	-10.8664	4.45	-10.85	0	1.81808	0
4.41937	-10.6867	-2.66169	-1.56929	-1.17157	4.493	-10.7885	4.45	-10.7	0	2.72865	0.192054
4.42872	-10.5429	-2.65912	-1.63799	-1.17811	4.44058	-10.5544	4.45	-10.55	0	2.72864	0
4.43313	-10.3972	-2.66965	-1.68731	-1.14774	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.073385
4.45084	-10.2527	-2.66997	-1.74652	-1.1421	4.44086	-10.2469	4.45	-10.25	0	2.72391	0
4.47425	-10.1113	-2.67387	-1.79592	-1.11402	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.156875
4.52336	-9.96479	-2.68431	-1.86858	-1.12807	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0
4.5596	-9.81863	-2.69661	-1.91005	-1.08397	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.2466
4.6232	-9.67303	-2.71251	-1.97809	-1.09269	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0
4.67875	-9.53562	-2.71733	-2.0197	-1.04931	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.199522
4.76962	-9.39566	-2.74227	-2.09442	-1.06726	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0
4.79763	-9.24672	-2.74484	-2.05335	-0.846825	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.59013
4.89053	-9.10021	-2.77968	-2.11098	-0.854906	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0
5.00814	-8.98772	-2.7816	-2.22114	-0.991242	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.10166
5.11295	-8.86373	-2.7962	-2.28019	-0.994481	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0
5.17715	-8.72787	-2.78489	-2.25479	-0.810395	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	1.7715
5.29213	-8.59835	-2.81664	-2.30364	-0.810059	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0
5.37326	-8.46827	-2.81131	-2.29567	-0.68773	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	0.855795
5.47407	-8.35651	-2.80591	-2.33215	-0.687083	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0
5.52046	-8.22198	-2.78473	-2.24137	-0.376018	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	6.0446
5.61596	-8.10269	-2.80603	-2.25939	-0.372359	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0
5.73338	-7.99296	-2.81492	-2.32286	-0.482883	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	1.07314
5.84193	-7.8758	-2.82322	-2.34757	-0.479974	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0
5.97073	-7.77668	-2.83579	-2.4158	-0.585404	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.723477
6.10065	-7.6712	-2.85402	-2.45161	-0.587911	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0
6.1949	-7.56613	-2.84491	-2.4341	-0.468912	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	0.906643
6.31173	-7.46747	-2.86203	-2.45701	-0.466261	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0
6.42151	-7.35573	-2.85663	-2.44689	-0.376895	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	0.503001
6.54416	-7.25654	-2.85827	-2.46803	-0.377207	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0
6.65151	-7.1648	-2.85374	-2.46999	-0.330587	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0.246287
6.76286	-7.06816	-2.86178	-2.48144	-0.323909	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0
